LAMMPS data file via write_data, version 3 Mar 2020, timestep = 0

18144 atoms
11 atom types
9072 bonds
3 bond types
7560 angles
3 angle types

0.0000000000000000e+00 3.0628800000000001e+02 xlo xhi
0.0000000000000000e+00 3.0946199999999999e+02 ylo yhi
0.0000000000000000e+00 6.0000000000000000e+01 zlo zhi

Masses

1 72
2 72
3 72
4 72
5 24
6 24
7 72
8 72
9 24
10 90
11 72

Atoms # full

1 1 4 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0 0 0
2 2 4 0.0000000000000000e+00 1.4179999999999999e+00 2.4560499999999998e+00 0.0000000000000000e+00 0 0 0
3 3 4 0.0000000000000000e+00 4.2539999999999996e+00 2.4560499999999998e+00 0.0000000000000000e+00 0 0 0
4 4 4 0.0000000000000000e+00 5.6719999999999997e+00 0.0000000000000000e+00 0.0000000000000000e+00 0 0 0
5 5 2 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 4.0000000000000000e+00 0 0 0
6 6 1 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 8.0000000000000000e+00 0 0 0
7 7 1 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.2000000000000000e+01 0 0 0
8 8 1 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.6000000000000000e+01 0 0 0
9 9 1 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 2.0000000000000000e+01 0 0 0
10 10 1 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 2.4000000000000000e+01 0 0 0
11 11 4 0.0000000000000000e+00 0.0000000000000000e+00 4.9120999999999997e+00 0.0000000000000000e+00 0 0 0
12 12 4 0.0000000000000000e+00 1.4179999999999999e+00 7.3681400000000004e+00 0.0000000000000000e+00 0 0 0
13 13 4 0.0000000000000000e+00 4.2539999999999996e+00 7.3681400000000004e+00 0.0000000000000000e+00 0 0 0
14 14 4 0.0000000000000000e+00 5.6719999999999997e+00 4.9120999999999997e+00 0.0000000000000000e+00 0 0 0
15 15 2 0.0000000000000000e+00 4.2539999999999996e+00 7.3681400000000004e+00 4.0000000000000000e+00 0 0 0
16 16 1 0.0000000000000000e+00 4.2539999999999996e+00 7.3681400000000004e+00 8.0000000000000000e+00 0 0 0
17 17 1 0.0000000000000000e+00 4.2539999999999996e+00 7.3681400000000004e+00 1.2000000000000000e+01 0 0 0
18 18 1 0.0000000000000000e+00 4.2539999999999996e+00 7.3681400000000004e+00 1.6000000000000000e+01 0 0 0
19 19 1 0.0000000000000000e+00 4.2539999999999996e+00 7.3681400000000004e+00 2.0000000000000000e+01 0 0 0
20 20 1 0.0000000000000000e+00 4.2539999999999996e+00 7.3681400000000004e+00 2.4000000000000000e+01 0 0 0
21 21 4 0.0000000000000000e+00 0.0000000000000000e+00 9.8241899999999998e+00 0.0000000000000000e+00 0 0 0
22 22 4 0.0000000000000000e+00 1.4179999999999999e+00 1.2280200000000001e+01 0.0000000000000000e+00 0 0 0
23 23 4 0.0000000000000000e+00 4.2539999999999996e+00 1.2280200000000001e+01 0.0000000000000000e+00 0 0 0
24 24 4 0.0000000000000000e+00 5.6719999999999997e+00 9.8241899999999998e+00 0.0000000000000000e+00 0 0 0
25 25 4 0.0000000000000000e+00 0.0000000000000000e+00 1.4736300000000000e+01 0.0000000000000000e+00 0 0 0
26 26 4 0.0000000000000000e+00 1.4179999999999999e+00 1.7192299999999999e+01 0.0000000000000000e+00 0 0 0
27 27 4 0.0000000000000000e+00 4.2539999999999996e+00 1.7192299999999999e+01 0.0000000000000000e+00 0 0 0
28 28 4 0.0000000000000000e+00 5.6719999999999997e+00 1.4736300000000000e+01 0.0000000000000000e+00 0 0 0
29 29 2 0.0000000000000000e+00 0.0000000000000000e+00 1.4736300000000000e+01 4.0000000000000000e+00 0 0 0
30 30 1 0.0000000000000000e+00 0.0000000000000000e+00 1.4736300000000000e+01 8.0000000000000000e+00 0 0 0
31 31 1 0.0000000000000000e+00 0.0000000000000000e+00 1.4736300000000000e+01 1.2000000000000000e+01 0 0 0
32 32 1 0.0000000000000000e+00 0.0000000000000000e+00 1.4736300000000000e+01 1.6000000000000000e+01 0 0 0
33 33 1 0.0000000000000000e+00 0.0000000000000000e+00 1.4736300000000000e+01 2.0000000000000000e+01 0 0 0
34 34 1 0.0000000000000000e+00 0.0000000000000000e+00 1.4736300000000000e+01 2.4000000000000000e+01 0 0 0
35 35 4 0.0000000000000000e+00 0.0000000000000000e+00 1.9648399999999999e+01 0.0000000000000000e+00 0 0 0
36 36 4 0.0000000000000000e+00 1.4179999999999999e+00 2.2104399999999998e+01 0.0000000000000000e+00 0 0 0
37 37 4 0.0000000000000000e+00 4.2539999999999996e+00 2.2104399999999998e+01 0.0000000000000000e+00 0 0 0
38 38 4 0.0000000000000000e+00 5.6719999999999997e+00 1.9648399999999999e+01 0.0000000000000000e+00 0 0 0
39 39 2 0.0000000000000000e+00 4.2539999999999996e+00 2.2104399999999998e+01 4.0000000000000000e+00 0 0 0
